"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Machado, Manny","592518","2023","601",18.1,8.3,".334",".335",30.2,10.5,45.9,"102.375377","95.525381708",23.9,49.3
"Realmuto, J.T.","592663","2023","540",25.6,6.5,".324",".334",36.2,11.2,43.3,"101.30139764","94.961935393",26.2,50.5
"Renfroe, Hunter","592669","2023","548",22.8,8,".308",".289",29.5,6.1,39.1,"100.508778984","94.37524563",26.4,50.8
"Rosario, Eddie","592696","2023","516",23.6,6.6,".322",".317",35.9,9.5,35.4,"98.60055257","93.424315434",29.7,57.4
"Yelich, Christian","592885","2023","632",22.2,12.3,".353",".362",30.4,9.2,50.1,"103.18368722","96.096251589",26.8,45
"Merrifield, Whit","593160","2023","592",17.1,6.1,".304",".276",37.2,2.4,24.3,"94.880835796","91.453019024",19.5,51.1
"Bogaerts, Xander","593428","2023","665",16.5,8.4,".343",".318",28.3,6.1,34.6,"98.476149796","93.284202061",20.4,42.6
"Profar, Jurickson","595777","2023","521",17.3,9.6,".304",".306",37.7,4,31.8,"97.18982877","92.606877674",20,47.2
"Báez, Javier","595879","2023","547",22.9,4.4,".261",".279",28.9,5.2,39.7,"100.19637776","94.157773958",32.6,54.8
"Lindor, Francisco","596019","2023","687",19.9,9.6,".346",".346",35.8,10.4,43.9,"100.821281314","94.916417775",22.8,48
"Candelario, Jeimer","600869","2023","576",22,9.2,".346",".318",36.9,7.9,36.4,"99.185208","93.708029184",24.2,47.4
"Bell, Josh","605137","2023","617",21.7,10.2,".323",".345",31.3,10.1,43,"101.611186796","94.955559951",25.8,47.7
"Betts, Mookie","605141","2023","693",15.4,13.9,".416",".407",42.5,12.4,48.5,"100.865674689","95.28290971",16.7,38.1
"Davis, J.D.","605204","2023","546",27.8,9.5,".321",".326",33.5,9.6,45.2,"101.437064311","95.258851108",34,53.1
"Arcia, Orlando","606115","2023","533",19.1,7.3,".321",".307",30.6,6.9,41.1,"99.189217927","93.735384508",24.3,46.2
"Hernández, Teoscar","606192","2023","678",31.1,5.6,".317",".336",35.2,13.8,49.4,"103.014681476","96.109592578",35.8,53.6
"Marte, Ketel","606466","2023","650",16.8,10.9,".361",".342",30.8,8,42.8,"101.585403319","95.10445528",20.5,45.5
"Nimmo, Brandon","607043","2023","682",21.4,10.9,".359",".352",33.5,9.5,47.9,"101.50757","95.462726837",22,42.4
"Turner, Trea","607208","2023","691",21.7,6.5,".333",".330",36.1,8.4,42.2,"100.292342286","94.550003245",29.6,53.1
"Ramírez, José","608070","2023","691",10.6,10.6,".346",".359",36.8,7,40.4,"100.07775","94.35370079",15.6,46.6
"Bregman, Alex","608324","2023","724",12,12.7,".351",".351",35.8,5.4,38.2,"98.071537732","93.248960689",14.1,38.7
"Seager, Corey","608369","2023","536",16.4,9.1,".419",".412",38,15.2,53.2,"103.543493485","96.785948962",25,55.1
"Meneses, Joey","608841","2023","657",19.8,5.8,".314",".288",32.9,5.4,41.7,"99.929364091","94.237468244",23.6,47.6
"Swanson, Dansby","621020","2023","638",24.1,10.3,".325",".345",35.1,10.9,39.7,"99.817409223","94.10753236",28.7,47.3
"Correa, Carlos","621043","2023","580",22.6,10.2,".309",".330",31.1,9.6,45.9,"102.481230628","95.635527984",25.1,43.6
"Olson, Matt","621566","2023","720",23.2,14.4,".413",".392",31,16.4,55.5,"104.825276757","97.314084392",28.4,46.8
"Santander, Anthony","623993","2023","656",23.2,8.4,".340",".319",33,10.2,46,"101.732013378","95.319994041",23.5,49
"Alonso, Pete","624413","2023","658",22.9,9.9,".346",".368",32.3,14.7,40.1,"102.342134502","95.253955701",26.2,43.7
"Soler, Jorge","624585","2023","580",24.3,11.4,".361",".374",36.5,15,48,"103.053956467","95.950783079",27.6,44.1
"Cronenworth, Jake","630105","2023","522",18.6,8.8,".301",".305",35.7,4.4,33.2,"97.73147257","92.917093417",15.9,47.6
"Anderson, Tim","641313","2023","524",23.3,5,".260",".284",32.4,2.9,39.4,"99.22965129","93.713640376",25.3,53.5
"Bellinger, Cody","641355","2023","556",15.6,7.2,".370",".327",38,6.1,31.4,"97.661544057","92.874372388",20.1,49.9
"Crawford, J.P.","641487","2023","638",19.6,14.7,".359",".340",35.3,4.8,36.2,"99.143101569","93.649442623",18.6,38.6
"McMahon, Ryan","641857","2023","627",31.6,10.8,".325",".335",39.4,11.4,44.2,"102.017798324","95.343043101",32.2,47.4
"Smith, Dominic","642086","2023","586",15.5,8,".306",".320",37,6.6,30.8,"97.225088721","92.631850959",19.9,49
"Rosario, Amed","642708","2023","545",18.2,5.3,".297",".305",33.8,3.4,39.4,"99.501582705","93.941784576",23.1,53.4
"Adames, Willy","642715","2023","638",25.9,11.1,".311",".335",35,12.4,36.5,"99.086365635","93.664258959",31,50
"Estrada, Thairo","642731","2023","530",22.6,4.2,".316",".292",34.7,4.8,33.7,"97.898139565","92.983630679",21.1,51.7
"Benintendi, Andrew","643217","2023","621",14.3,8.4,".299",".310",40.9,2.9,27,"95.498075212","91.757391695",19.3,49
"McNeil, Jeff","643446","2023","648",10,6,".314",".294",32.1,1.3,27.4,"95.984354131","92.004150754",13.4,53
"Albies, Ozzie","645277","2023","660",16.2,7,".358",".340",37.4,8.2,39,"98.667615565","93.481568303",20.6,54.6
"Devers, Rafael","646240","2023","656",19.2,9.5,".359",".380",30,12.7,55.1,"104.483705833","97.182864659",26.1,52.6
"Arraez, Luis","650333","2023","617",5.5,5.7,".369",".354",44.7,3.5,25.7,"95.658900664","92.009454214",7.8,51
"Torres, Gleyber","650402","2023","672",14.6,10,".346",".362",37.3,7.9,40.3,"99.649800996","94.055057585",21.8,46.8
"Díaz, Yandy","650490","2023","600",15.7,10.8,".402",".383",30.5,9.5,54,"104.285177685","97.074568747",18.3,42.6
"De La Cruz, Bryan","650559","2023","626",22.7,6.4,".309",".331",41,8.8,42.5,"100.272527091","94.400399818",28.7,50.1
"Chapman, Matt","656305","2023","581",28.4,10.7,".328",".337",32.4,17.1,56.4,"103.539639884","96.813201603",31.1,43.3
"McKinstry, Zach","656716","2023","518",21.8,8.5,".289",".312",37.1,7.6,33.5,"97.726678239","92.940971652",20.4,47.3
"Schwarber, Kyle","656941","2023","720",29.9,17.5,".350",".364",34.3,16.4,48.8,"103.398490108","96.18179379",31.5,37.7
"Thomas, Lane","657041","2023","682",25.8,5.3,".334",".319",36.8,9.6,40.7,"100.191573957","94.319062004",23,43.6
"Verdugo, Alex","657077","2023","602",15.4,7.5,".322",".331",35.4,5,37.6,"99.116993728","93.701176864",15.6,40.9
"Ohtani, Shohei","660271","2023","599",23.9,15.2,".433",".427",35.6,19.6,54.2,"105.748559101","97.769057809",32.3,48.2
"Acuña Jr., Ronald","660670","2023","735",11.4,10.9,".428",".460",33.6,15.3,55.2,"106.368689571","98.157029125",18.7,46.2
"Ruiz, Keibert","660688","2023","562",10.3,5.5,".310",".322",39.4,5.8,31.9,"97.263733176","92.681495075",14.3,51.1
"Contreras, William","661388","2023","611",20.6,10.3,".357",".335",27.1,9.4,48.7,"103.241329369","96.097846496",28,43.2
"Varsho, Daulton","662139","2023","581",23.2,7.7,".293",".302",34.3,7.3,36.1,"99.853027513","94.005486074",24.5,50.1
"Nootbaar, Lars","663457","2023","503",19.7,14.3,".344",".356",30.8,8.8,37.8,"100.334219085","94.369985457",18.2,35.5
"Hoerner, Nico","663538","2023","688",12.1,7.1,".322",".311",33.2,1.8,33.4,"97.320472852","92.695131651",12.4,45.6
"Riley, Austin","663586","2023","715",24.1,8.3,".363",".365",35.2,13.9,49.2,"103.384251814","96.274145591",27.8,48.2
"Hayes, Ke'Bryan","663647","2023","525",19.8,5.3,".324",".324",34.1,7.4,48.3,"101.67326359","95.450846324",21.2,45.6
"Tucker, Kyle","663656","2023","674",13.6,11.9,".372",".386",35.4,10.6,45.9,"100.798373008","94.831132546",18.5,47
"India, Jonathan","663697","2023","529",20.6,9.8,".327",".339",37.2,7.7,38.6,"99.676934286","94.0396352",22,38.6
"Raleigh, Cal","663728","2023","569",27.8,9.5,".326",".330",36.5,12.6,41,"101.028271404","94.749354873",29.9,49.7
"Grisham, Trent","663757","2023","555",27.7,13.5,".299",".322",32.8,11.9,40,"100.701927386","94.880503967",28.3,41.6
"Vierling, Matt","663837","2023","530",21.1,8.3,".315",".322",32.2,4.6,42.8,"100.577331105","94.490701519",19.3,44.3
"Stephenson, Tyler","663886","2023","517",26.1,9.1,".305",".314",33.5,7.6,43.5,"100.030744788","94.357020636",28.4,42.5
"Lowe, Nathaniel","663993","2023","724",22.8,12.8,".340",".339",36.7,6.5,41.6,"101.145951991","94.820277484",20.6,43.8
"Happ, Ian","664023","2023","691",22.1,14.3,".345",".350",36.7,9,39,"99.676936326","94.121891884",25.2,44.4
"France, Ty","664034","2023","665",17.6,6.5,".315",".342",36.9,6.8,38.6,"99.277871319","93.765945224",21.9,53.2
"Straw, Myles","664702","2023","518",18.7,8.1,".268",".272",34,0.5,23.3,"95.141368287","91.593212265",14,44
"Bohm, Alec","664761","2023","611",15.4,6.9,".329",".343",35.1,5.7,41.7,"100.435445021","94.400147213",18.1,49.8
"Wade Jr., LaMonte","664774","2023","519",18.3,14.6,".347",".363",33.6,9.1,39.8,"99.530093174","93.945744444",20.7,39.5
"Peña, Jeremy","665161","2023","634",20.3,6.8,".310",".305",32.4,4,35.8,"99.143524796","93.690137489",28.3,53.2
"Tatis Jr., Fernando","665487","2023","635",22.2,8.3,".332",".364",31.5,11,49.3,"102.94128633","96.024566651",30.5,54.1
"Guerrero Jr., Vladimir","665489","2023","682",14.7,9.8,".340",".378",32.4,11.1,49.2,"104.050992964","96.528144743",23,50.6
"Soto, Juan","665742","2023","708",18.2,18.6,".395",".408",28.5,13,55.3,"104.484350409","97.215905977",20.4,35.8
"Taveras, Leody","665750","2023","554",21.1,6.3,".316",".319",35.2,7.2,43.1,"100.592817638","94.514120854",24.2,49.4
"Giménez, Andrés","665926","2023","616",18.2,5.2,".309",".297",29.9,5.5,27,"96.663934128","92.344201908",25,54.6
"Bichette, Bo","666182","2023","601",19.1,4.5,".349",".363",38.3,9.6,44.9,"101.736681894","95.184330552",21.1,56.6
"García, Adolis","666969","2023","632",27.7,10.3,".354",".366",36,16.1,49.7,"102.949539534","96.163808523",31.6,48.6
"Gurriel Jr., Lourdes","666971","2023","592",17.4,5.6,".329",".324",35.3,8.4,46,"99.859212133","94.368560668",18.7,49.1
"Rooker Jr., Brent","667670","2023","526",32.7,9.3,".348",".343",37.3,15.6,49.5,"102.653891351","95.962225864",38.2,46.1
"Arozarena, Randy","668227","2023","654",23.9,12.2,".347",".351",31.8,12.3,48.3,"102.055211709","95.651873174",29.1,43
"Steer, Spencer","668715","2023","665",20.9,10.2,".355",".333",35.3,6.7,37.1,"99.167567432","93.741896795",24.1,43.8
"Reynolds, Bryan","668804","2023","640",21.6,8.3,".338",".360",36.9,11.1,47.3,"101.022834344","94.957065034",28.2,47.4
"Rutschman, Adley","668939","2023","687",14.7,13.4,".352",".373",37,7.5,38.6,"99.614450772","93.937278476",15.6,41
"Melendez Jr., MJ","669004","2023","602",28.2,10.3,".310",".325",34.6,11.4,49.6,"101.434950217","95.609327411",34.4,47.9
"Edman, Tommy","669242","2023","528",15.9,6.6,".306",".312",27.9,5,38.8,"99.456717727","93.865892803",16.1,45.7
"Smith, Will","669257","2023","554",16.1,11.4,".345",".352",37.5,6.7,41.6,"99.645654456","94.001340492",19.5,45.7
"Suwinski, Jack","669261","2023","534",32.2,14,".341",".346",34.2,15.7,43.4,"102.173377122","95.316292734",30.1,39
"Burger, Jake","669394","2023","540",27.6,5.9,".349",".359",33.4,16.7,49.6,"105.009725862","96.989580029",34.1,54
"Hays, Austin","669720","2023","566",24.9,6.7,".330",".309",31,8.9,40.1,"100.462787656","94.411352037",28.3,46.6
"Paredes, Isaac","670623","2023","571",18.2,10.2,".362",".315",32.4,5.9,28.5,"96.372683866","92.205361059",18.2,45.6
"Friedl Jr., TJ","670770","2023","556",16.2,8.5,".353",".289",32,3.2,27.6,"96.368739947","92.196228515",18.2,42.2
"Harris II, Michael","671739","2023","539",18.7,4.6,".345",".357",34.6,10,48.5,"103.586789505","96.131496609",24.4,52.9
"Garcia, Maikel","672580","2023","515",22.3,7.4,".299",".319",36.9,3.9,50.6,"101.538604663","95.500565408",19.5,43.1
"Robert Jr., Luis","673357","2023","595",28.9,5,".358",".347",38,15.4,42.3,"101.844478191","95.05043424",33.5,58.3
"Kim, Ha-Seong","673490","2023","626",19.8,12,".330",".313",36.1,4.2,26.7,"96.561670433","92.283861587",17.7,38.9
"Suzuki, Seiya","673548","2023","583",22.3,10.1,".358",".357",36.5,10.5,48,"102.157061122","95.610201816",21.3,40.9
"Jung, Josh","673962","2023","515",29.3,5.8,".334",".337",41.9,11.9,47.4,"101.620526098","95.373200793",29.7,51.8
"Rodríguez, Julio","677594","2023","714",24.5,6.6,".347",".345",31.8,11.9,52,"104.082287708","96.812366417",28.2,53.9
"Witt Jr., Bobby","677951","2023","694",17.4,5.8,".343",".369",34.4,11.5,45.6,"102.080606768","95.411820457",22.8,50.5
"Tovar, Ezequiel","678662","2023","615",27,4.1,".298",".291",36.4,8.1,36.2,"99.019446394","93.628807036",31.3,59.7
"Torkelson, Spencer","679529","2023","684",25,9.8,".326",".352",33.2,14.1,50.9,"102.691928356","96.002045502",24.7,46.2
"Kwan, Steven","680757","2023","718",10.4,9.7,".313",".317",37.7,1.1,18.8,"94.063409324","91.031738203",11.1,41.2
"Stott, Bryson","681082","2023","640",15.6,6.1,".323",".309",36.4,4.7,35.2,"97.379136163","92.802445092",15.1,45
"Outman, James","681546","2023","567",31.9,12,".344",".325",38.2,11.1,39.9,"99.962159145","94.027798454",36.6,46
"Abrams, CJ","682928","2023","614",19.2,5.2,".306",".304",32.6,6.9,35.9,"98.814933243","93.426357297",22.3,53.5
"Carroll, Corbin","682998","2023","645",19.4,8.8,".370",".344",32.7,7.6,40.9,"100.972563211","94.780604736",21.5,45.8
"Henderson, Gunnar","683002","2023","622",25.6,9,".346",".346",32.9,11.4,52,"102.730226238","96.062562903",26.4,46.8
"Volpe, Anthony","683011","2023","601",27.8,8.7,".290",".305",35.5,9,43,"99.54617672","93.954577957",28.1,47.9
"Vaughn, Andrew","683734","2023","615",21,5.9,".321",".319",30.3,8.4,46.5,"101.661403","95.348849294",24.1,47.5
"Yoshida, Masataka","807799","2023","580",14,5.9,".339",".325",29.5,6.6,40.6,"100.123813246","94.28056556",18.3,43.3
